class,tweet
positive,' @NesmaAbouleila @Tahoun71 ربنا يشفيه ويقوم بالسلامه ويشفى كل مريض '
positive,"' """"""متيأسش من اللي فات، واستبشر باللي جاي .. ربك كريم"""""""" '"
neutral,"' ""\""""@123Abdoibr: #عاجل  تردد قنوات الجزيره مباشر مصر التركيه دا التردد ياشباب 10921 علي معدل ترميز 27500 مدار 3 نايل سات مبروك يااحرار شير\""""\"""" '"
positive,"' ""التايم لاين مُفرح بطريقة تفرّح :\"""")) '"
negative,' خخخخخخخ كسم تضيع الرميات '
negative,' متخصصين بنضيع ضربات جزاء ف كره القدم ورميات حره ف السله مرار '
neutral,' @waled21148264 اهل مكة ادرى بشعابها '
negative,' حالة من الاكتئاب و البؤس .. '
positive,' 32 ثانيه .. الفرق 55 لينا .. ياااارب '
positive,"' """"""إذا بلغك عن أخيك شيء تكرهه ، فالتمس له العذر جهدك ،فإن لم تجد له عذرا ، فقل : لعل له عذرا لا أعلمه.... ربنا يسامح .."""""""" '"
positive,' على الصقفة كلة يرقص على الصقفة كلة يرقص  زماااااااااااااااااااااااااالك '
negative,' احساس ان الدنيا تسود ادامك كره واحده وتلاقى هموم تقيله وقعت علىيك فجاه  احساس وحش اوووى '
positive,' من يملك الأخلاق والأدب يسكن في القلوب إلى الأدب '
negative,' @mimi_kokaice76 بس بيشتم مينا ! '
positive,"' ""الحياة ال ف خيالي حلوة اوووي :\"""") '"
positive,' لا تيأس إذا حرمك الله ما تحب ولا تحزن إذا انجبرت على التعايش مع وضع قد يؤلمك بل إبتسم لأن الله قال بكل رحمة وعسى أن تكرهوا شيئا وهو خير لكم '
negative,' مفتقدة اوي فكرة ان يكون في حد قدي في البيت. '
negative,' النهايات السعيده دائما تاتي في المشمش '
positive,' @ALIABAS81096753 @69_sou ياحﻻوتك ياسيسي استقبال رائع لرئيس مصر الججيدة القوية '
positive,' صحيح ان الغربة صعبة بس الوحدة جميلة :D تخلص من هموم الناس وتفضى لهومك تحلها :) '
negative,"' """"""مُرتَدٌّ أنا عن حُبكِ و إن أهدرتى دمى المُباحُ ، فإن كان الإيمَانُ فى قُرَبكِ فالكفر بكِ فَلاحُ !"""""""" '"
negative,"' ""\""""@do_dy89: صعبه لما تفتكر انك مهم عند حد وف الاخر تكتشف انك كنت غلطان\"""" http://t.co/De82zZpxeL '"
neutral,' @weaamhilali  هاتيهم اخرج بيهم انا '
negative,' @Mohamed_Helmy_T انا مضايق قوي ..  بصوت فداء '
negative,' الحرية لﻻولتراس الحرية للمدرج الكورة للجمهور يا داخلية وسخة '
negative,' ده قالي في يوم يا حبيبتى خدي القمر  ورحت معاه ومااداني إلا السهر '
neutral,' ومين في مصر مابيحبش يرجع البيت يلاقي الغدا مكرونة وفراخ بانيه ؟؟ '
negative,' وخيمت عيناك بليلى -------- وغادر نبضك عالمى ---------- عيناك منسيتان '
positive,' @teamah77 @medhat65 ربنا يحفظك من كل شر و يبارك فيكي '
neutral,' جيل الايباد بمناسبة الامتحانات مامته بتقولوا ذاكر عاوزاك تاكل الكتاب اكل قالها هاتى كوباية ميه واعملى شاى علشان احبس ههههههههههههههههههههههه '
negative,' @sarrranagi إنا لله و إنا إليه راجعون  طب ممكن لينك المكتب الحقوقى '
negative,' دا الدين في عرف الحر هم و مذلة و مر '
negative,' @monyadel982 @DesoukyAya اه والله حرقوا دمنا يلا بنحب مجانين '
positive,' قرب من ربنا وهتقرب منك كل حاجة حلوة ♥ '
positive,' #KirazMevsimi #MohammadChahine  ياريت نكسف التصويت على رقم 2222222 للصوت الدهبى http://t.co/uNmOarkblk '
positive,' ومن تانى اكيد راجعين انا دايب وكلى حنين '
negative,' اللي يشوفها في الشارع ميشوفهاش ع الانستجرام '
negative,' من ٤ سنين اتفرجت ع مسلسل برغم اني بكره المسلسلات ان واحده تتعمي واللي بيحبها يروح يدرس مخصوص طب عيون علشان يعالجها ده قهره جماعيه يا جماعه '
negative,' @CBCeXtra افلح أن صدق والمقصود..(قطر( '
neutral,' قاعدة الصحاب في نص الاسبوع بتقرب اكتر من قاعدة اخر الأسبوع '
neutral,"' """"""\""""@seksek: هذه الدنيا كتاب انت فيه الفكر، من القائل\"""" الست"""""""" '"
negative,' دلوقتي جاي بتلعب على الي خبزك وعجنك ! '
negative,"' ""@hanaa35 الخوف بألف نصل ---- كل نصل ينغرس فى حلم قادم ---- فتسود حالة نزف لكل الأحلام ---- ويسود البحث عن ذرة أمان \"""" وآمنهم من خوف \"""" '"
neutral,' الستاذ امير طعيمه اتصور سلفى مع شاهين ومينا بجوار كاس لقب ستار اكادمى ♥  #MohammadChahine '
negative,' انت اخر واحد ف الدنيا ممكن شيرين تبكى عليه .. انت فاهم ! '
neutral,' @aaaahmad21  طبعا اهم من الكتابه والاحساس الاملاء الشيء لزوم الشيء  ..^^ '
positive,' @sohamorsy مساك أروع '
neutral,' @sSoOma17 فى حد بعت هداي لشيرو '
neutral,' كنترووووووووول نادوا دعاء بقى #StaracArabia #DoaaElSebaii '
positive,' كنت بائس من حياتى وحزين الساعه12 لكن دلوقتى متفأل ومبسوط فشخ  سبحان مغير اﻻحوال '
neutral,' اوعي تستسهل ماده '
negative,' ماهو خلص الفيلم اللي كتبته علي عكس ما كنت انا بتمني .. دا انا كنت في حبك من الاول ابليس متعشم في الجنه '
negative,' انا من كتر الانشغال حاسس ان في وقت اجازتي كائن غريب في بيتي بتعرف علي الاسرة من اول وجديد '
negative,' اه علي الجامعة و امتحانات الجامعة '
positive,' @Dinaelhendwy فعلا صح عندك حق الله يرحمك يا امى '
negative,' تيجى عليه يابن الاحبى بورده   ....يسلم على كس امك '
positive,' @NightStars777 ربنا معاك ان شاء الله '
neutral,' سهام الليل صائبة المرامي اذا وترت باوتار الخشوع يسددها الى المرمى رجال يطيلون السجود مع الركوع '
negative,' قاطعهم وقل لهم: تباً لكم ! '
negative,' راح -_- '
negative,"' """"""حين نكون مفرغين ولا نحوي إلا الخواء ، حينها سوف نكون أقل شعوراً بالألم."""""""" '"
neutral,' @iMiruuzz انتي المفروض ثانوي صح؟ '
neutral,' انا من يوم السبت هبدا مذاكرة ✋ '
positive,' @heshamelDali تفكيرك في محله✋ '
positive,' صباح جديد على اهلي فى تويتر '
negative,' طبعا انتي سقعانين وانا كمان  بس انا عرقان والسخونيه ديه بنت جزمه '
negative,' @AbyHegazy وانت من اهل ميتين امه ياحما '
negative,' كنت زمان بستنى سؤالك عني دلوقتي مبقاش يفرق. '
positive,"' ""بس سيبك انت ... انا مبسوط باللى حصل انهارده و امبارح ... \"""" محدش قالى عقبالك \"""" :D =))) '"
neutral,"' ""#الوطن   عبدالمنعم إبراهيم.. \""""فتافيت سكر\"""" السينما المصرية http://t.co/B3apRKiogz '"
neutral,' فرقوا بين الناس اللي بتحبكو و فارقين معاهم و بين اللي انتو بنسبه لهم ولا حاجة '
negative,"' """"""@MohabE_ لأ، عرص"""""""" '"
neutral,' المشكلة ان انا لسه جعانة بجد :D '
neutral,' @Alshaikh2 شاعرنا المحترم يعنى اية العيون االممكنة اة تعنى كلمة ممكنة مش فاهمة حاجة ممكن رد '
positive,' و يا رب عدلها. '
negative,' انا كل ما اعرف حد ابن ناس يطلع يا كان صايع وربنا هداه يأما ابن ناس وحد على افاه فا هيبقى صايع  طب ليه كده طا '
positive,' @lmooos_7 @Tomi987123 @safi2332 يلا تصبحوا ع خير♥♥ '
negative,' @samezabi @rim0o01 اصلا مسلسل الشمال والجنوب ده بكرهه كله علي بعضه كفايوة فانزه الغتت '
positive,' نحن على بعد خطوات بسيطة من تحقيق حلم شاهين كلها يومين والحلم يتحقق  تخيلوا الفرحه على وشوشهم يوم اعلان النتيجه بفوز شاهين  #MohammadChahine '
negative,' مبحبش ابين اني مضايقة والله بس بيبان عليا و بقلب وشي من غير قصد '
negative,' @dodokemo98 @nona24_nona حسبي الله ونعم الوكيل :( '
positive,' احنا الزمالك احنا ولا نسيتوا :P '
negative,' @kamilia27644962 @cerinelle @mscallstephany @negoombookra @BRNSESREM  ربنا يهديكي '
positive,' وقلبي نبضه صوت نبضك.. '
neutral,' ياسمين حمدان - لا مش أنا اللي ابكي '
negative,' فيه شخصيات فى حياتى موجودة بس عشان تحرقلى دمى. '
negative,' @FOmar050280 @9633656hhh استغفر الله العظيم '
positive,' تحلو مراره عيشي في رضااالك ............. '
negative,' اهون عليكي تهونى عليا  يالا ف داهيه :) #كرهتك '
positive,' @Mawada_Hashim - هتنجحي خلاص نامي و ضميرك مرتاح '
negative,' ورأيا امتحان ابن جزمة كمان خمس ساعات و مش ناقصة '
positive,' @ZohooZohor @AaAaasads الحمد لله '
negative,"' """"""#عن كام مره حبيت صدفة ، و كام مره لعنتها ."""""""" '"
positive,"' ""\""""@reeem12345s: كَثيرهہ هَيّ آمآنينآ فَ يآربَ حققّ         مآ ترآهُ خيراً لنآ..ويسعدنا♡~ ” http://t.co/3mF5fbSLaG\"""" '"
positive,' ليث نايم وفرحنا اننا شوفناه بيضحك الاكاديمي هتخلص بكرة احنا فاضين دلوقتي ع التصويت بليزز #LaithAbuJoda ليث أبو جودة '
positive,' ان شاء الله نصبح علي خير :) '
negative,' @shababic اعلام ابن ميتشين كلب :) '
positive,"' """"""اللهم طهر قلبي من كل ضيق، ويسر لي أمري في كل طريق"""""""" '"
negative,"' ""\""""بوح  ياحادي العيس وينك غايبٍ  مده اليوم لاعيس لاصحرا  ولا حادي  ماغير ذكرى تهز القلب ٠٠وتهده واقول عادي وهو والله مهو عادي  ٠ ٠ #ذلك_الرجل\"""" '"
positive,' انت اول حب واخر حب هعيش وياه... واللى بينى وبينك احساس اكبر من معناه '
negative,' @meroobas اه التييييييت بس احنا سرقنا صور كتييييير  هطلع عليهم النكد كله '
negative,' الفكره اللي ماخذينها عني؟ رجعوها والمره اليايه لا تاخذون شي مو لكم عيب هالحركات '
negative,"' """"""انا فضلت متمسمره :  للدرجة دى انا مبحسش اسأله طلعت فى راسي وطفيت الاغانى وبعدين قولت طب وانا هعمل ايه وشغلت الاغانى تانى :\"""""""""""" '"
negative,' الشـتـا  مبيسيبـش حد سعيـد .. '
negative,' آنا كدا خلاص آخري جاب آخره مني . '
negative,' @DrBassemYoussef باسم يوسف انت خول وامك عارفه '
negative,' بس انا لو غبيه كنت هرتاح المشكله اني بتغابي  و لو بنسي هرتاح برضو المشكله اني بتناسي و مش بعرف اسامح كمان و مفرمله نفسي اني انتقم '
positive,' @memoo_f151 تسلمواااااااااا '
positive,' @balawi2 وانا من الناس يارب واشتقت الى بيتك الذي وضعته لنا .. فاللهم ارزقنا زيارته '
negative,' @DesoukyAya @meroobas همسكهم الاتنين و اخبطهم في حيطة و نبدأ على نضيف '
negative,"' """"""انا المفروض اروح الكليه بكره، اللي هو النهارده الصبح يعني عشان ادفع المصاريف عشان مش هدخل الامتحان لو مدفعتهاش :\""""D"""""""" '"
neutral,' اللي ميخافش من ربنا .. خاف منه '
neutral,' @yosraabdelwaha2 انتي منين اصلا وعايشه فين '
neutral,' صلاه الفجر '
neutral,' @omarhamdino هل المشكله بتواجهك فى مكان محدد ولا اى مكان ؟ وبالنسبه لخدمة ال3G ايه علامة التغطيه الخاصه بالانترنت اللى بتظهر لك ؟ Zahran '
positive,' @Ahlam_Alshamsi اللهم تقبل منا ومنكم صالح الأعمال '
negative,' ممكن حد يكرهك بمجرد انك محبوب لناس كتير '
positive,' @wahetaleslam كل سنه وانتى طيبه  يامديره واحه الاسلام وربنا ىزيدك نور ورفعه انتى والمنتدى بتاعك اتمنى لكم كل الخيرات واارفعه على الدوام '
positive,' اللهم بشرنا بشارة خير لم نتوقعها ولم نكن نحلم بها ورزقنا رزقاً لم نسألك اياه ولم يخطر ببالنا وجنباً شراً انت اعلم به منا ياحي ياقيوم '
positive,' @Abas68Said ياصباح الفل.. '
negative,' @meriem_Hd4  حد قالك انك واحدة وسخة بلوووك '
negative,' @Maroc_tiskat22 اة دة هدفك يعني من القصة انك تعملي فتنة صح متخافيش فانز سلوم وفانز بسوم واحد وياما عدت اشكال زي دي ومأثرتش فينا '
negative,"' ""\""""@3asheg1972: وكنتُ أزعم مثل الناس إذ زعموا .. بأن من غاب عني غاب عن بالي واليوم كذّبني قلبي وكذّبتهم .. فارقتهم..وأقاموا بين أوصالي\"""" '"
positive,' @rowaf @Bahraini_ADV وان يرزقك خدمتها علي اكمل وجه ويكتب الله لك الثواب '
negative,' كنت بحب المذيعة دينا عصمت لما كانت على قناة النيل للأخبار و أون تي في. للأسف مستواها نزل على سي بي سي إكسترا. كانت قارئة نشرة ممتازة. '
negative,' انا خلاص قررت مش هذاكر حاجه غير ليلة الامتحان عشان كل مااذاكر حاجه انساها تاني ... كفايه تضييع وقت ف المذاكره بقي :/ '
negative,' كنت واقفة في البلكونة بدري كدة فلقيت عامل النظافة منضف الشارع يادوب طلع لأول الشارع ورجع تاني قام منضف تاني ولا هو #الاستهتار_اسلوب_حياه '
positive,' عيونها يتالف فيها اشعار '
neutral,' سبحان الله وبحمده . http://t.co/bqDZM9LMUd '
negative,' أرموهم في أعماق البحار حتي تشتت الأمواج أشلائهم .. '
negative,' وأتارى المحاسبة غداره غداره . '
negative,' #عن الناس اللي عايشة عشان توجعك و بس '
positive,"' """"""وضوءك لصلاة الليل وصلاة الفجر ، مع شعورك بالبرد  هذه القشعريره كفيلة بنسف جبال الخطايا التي قد تحملها ♥"""""""" '"
positive,' @3nTbly صباح الورد يا عنتبلي بيه ! '
neutral,' حد هنا شغال في بنك QNB '
negative,' @Msraweya اه و الله تعبنا فشخ '
positive,' يحيى لس مكلمنى مصتقدش إنه لسه حى ممتش '
neutral,' وجهة نظر برده '
negative,' &gt;.&lt;أصبح الوضع ﻻ يطاق '
negative,"' ""\""""@AymanNour: http://t.co/wF7BlZD1XD في أول تصريح له السبسي يطلب تفويضا من الشعب لمواجهة إرهاب محتمل!! (واضح أن الكتلوج واحد)\"""" '"
neutral,' #كيف_ننصر_ديننا 1-السير في طريق العلم 2-الدعوة إلى الله بما معك من العلم 3-إن لم تستطع فكن محباً للعلم وأهله @Betaqadaawia '
negative,' مشكله اااي #بت انها عايزه الواد #يهتم بيها ال24 ساعه حتي وهو #نايم #الرحمه_حلوه '
positive,' @nadamuhamed16 يا ريت كلهم زيك يا بنتي والله '
positive,' صباحووو ^_^ '
negative,"' ""#القرضاوي مهاجما #قطر: لا يحتفلون بالمولد النبوي ويحتفلون بـ\""""الكريسماس\""""  ماانت عايش في قطر من السينات لسه واخد بالك دلوقتي '"
neutral,' #الوطن  بالفيديو  #القرضاوي يهاجم #قطر: لا يحتفلون بالمولد النبوي ويعتبرونه بدعة  http://t.co/C7UK8dwc1V '
negative,' طريقك مسدود مسدود يا ولدى  *بصوت سعيد صالح* '
negative,' @EgyptianPolice0 طيب ياشرطة يامصرية في كتير اخوان في المصالح الحكومية وعاملين شغب والمديرين بتخاف منهم وبيعملوا فتن واجتماعات '
negative,' ده انا كنت ناسي والله ورجعني الحنين .... وتحت شباكك بيرميني الحنين :/ '
negative,' @AymanNour انقلاب اية ربنا يقلب مصرانكم ان شاء الله '
negative,' احا .. يعنى صاحى على بليز كول مى وقولنا ماشى انما ملاقيش علبه السجاير .. احا بجد دا انا شارب منها سجارة واحده بس '
negative,' السنة ملهاش دعوة بنجاحك وفشلك والحقيقة انك فاشل عشان انت خول وعلق مش عشان انت سئ الحظ او قوانين الطبيعة والزمن بيتامروا عليك صانع الساعات '
neutral,"' """"""قال رسول الله ﷺ \""""لاتقولواللمنافق:سيدنا،فإنه إن يك سيدكم فقدأسخطتم ربكم-عزوجل-\"""". [الصحيحة:371]"""""""" '"
positive,' يَا رب  أمنحني قلب مبتسمَ يُسعد ﻣن حولي وَ آغمرھہ بَ آلقوّھہ وَ آﻟصبر  حتى لآ ﻳضعف آمآم شيء  [ سوآك ].. صباح الخيرات http://t.co/NwSmaSaI1r '
negative,"' ""Mama said:\""""هتيجبي ملاحق يا هيدي \"""" '"
negative,' @ameeallam الثانوية دى بتنمى الغباء '
neutral,' لا تطلب من الله مالا تستطيع تأدية شكره أو تحمل عبئه .والا. فلما ءاتاهم من فضله بخلوا به...... فأعقبهم نفاقا في قلوبهم إلى يوم يلقونه '
negative,' مش ينفع تكون متعاطف او مؤمن بفكرا او رآي او شخص او حزب او كيان.. الخ وتقارنه بشبيه  ولكن متناقض مع الشئ دا.. لن تكون منصف بالمرا :-) '
positive,' وَلَسَوْفَ يُعْطِيكَ رَبُّكَ فَتَرْضَى ﴿٥﴾ أَلَمْ يَجِدْكَ يَتِيمًا فَآوَى ﴿٦﴾ وَوَجَدَكَ ضَالًّا فَهَدَى ﴿٧﴾وَوَجَدَكَ عَائِلًا فَأَغْنَى '
neutral,' #المصدر  #الروبل_الروسي يتراجع 0.7 \% أمام الدولار  للمزيد :http://t.co/eQntVOB4uc http://t.co/RDHwJ6kxdO '
neutral,"' ""#المصدر  \""""#برنت \""""يتراجع باتجاه 61 دولارا للبرميل في التعاملات الاسيوية  للتفاصيل :http://t.co/HspdXCeuhw '"
positive,' @LonaloloLona ♥ ♡مساااااااء_الخيراااااات♡♥ '
neutral,' قم بتجهيز ملعب #نجيل_صناعي كامل متكامل مع #بيبا_سبورت بأقل سعر وضمان 8 سنوات http://t.co/zvM0NiRvqx 01027399960 - 01027399962 '
positive,' فؤاد المهندس و شويكار ! '
negative,' موديول منحس من اوله '
positive,"' ""\""""@JassmineHady: لك الحمد ربي عدد خلايا أجسادنا المتعافيه وعدد أيامنا التي لا نشكوا فيها وعدد نعمك التي لا نحصيها  #الحمدلله\"""" '"
positive,' حفظ الله مصر http://t.co/mz6YSoxpRn '
positive,"' """"""شكراً لأنك في حياتي ، شكراً لأنك حياتي  صباح الحب ❤"""""""" '"
negative,' الملل بالنسبالى اشبه بالموت '
positive,' وتعيش يا جيش بلادى http://t.co/U1BVnYvvVO '
negative,' علبه كشرى وسط ب 6 جنيه !!!! يعنى لو اربع افراد ب 24 جنيه !!! بلد مفيش متها امل .. '
positive,' اصاله دى حاله جميله '
neutral,' @Q55665 اريد عمل اناسائق '
neutral,' سأبتسم في وجه من يكرهني فان لم أكسب محبته سأنجح في فقع مرارته  #تمثلنى وبشده '
neutral,' @lolo00o3 @yazn200077 هما بقوا بيتكلموا مع بعض شكل دعاء اصلا متعرفش ايه اللى حصل وهى بره مشفتش حاجه #DoaaElSebaii #StaracArabia '
positive,' @StaracArabia @Mohammad_Cha 222222222222222222222222222222222222 اللقب لا يليق الا بك يا شاهينووووووووو '
negative,' @MawlaNa92 يسطى تمام مفشوخ ف شوية امتحانات عملي و خرا اهم حاجه تكون مبسوط ياسطا '
negative,' @sarahesham3 والله كدابين ما انا ميزان اهو '
positive,' @sso2166 السلام عليكم ورحمة الله وبركاته اهﻻ وسهﻻ شرفت بمتابعتك '
negative,' أحا أحوه كس أم حسام وأخوه '
positive,' الاهلى ♥ '
neutral,"' ""#الوطن  غادة عبدالرازق تنشر صورتها بـ\""""اتحاد الطلبة\"""" وناشط: مربية أجيال وأجيال  http://t.co/CyGfw7KbXU http://t.co/t1jsF4uF6L '"
positive,' الحمد لله على نعمه المناخير الصغيره '
neutral,' @saraaser2 حساب شيرين يحيى http://t.co/POngJqePzD  http://t.co/7zs1QR5eyi  http://t.co/p696ECH0wx … … #ShereenYehia #StaracArabia '
negative,' الدكاترة desgin نفسى افهم انا شغال معاك من اول الترم و طالع عين اهلى تيجى بت اخر الترم تنزلك دمعتين تحطلها مشروع تقديره امتياز ! #قسم_ دراما '
positive,' @na7lat ربنا يخليهولك ويسعدكوا '
positive,' @nassersaly @nohasamah1 الله واكبر على رنوووشتنا ربنا يكتر من لقاءتك يارنا اخنا مابنشبع منك ابدا وربنا يوفقك يارب وتكون البر مطربة فى الوطن '
negative,"' ""أنا نفسي مرة أجرب أكون ليك حد أقرب :\"""") '"
negative,' انت موجود في خيالي اكتر مانت موجود في الواقع '
negative,' @YasminMahfouz انها حبوب منع الفهم '
negative,' والله كنت ناوي اذاكر بس واضح ان مفيش نصيب. '
positive,' هلا http://t.co/VJUTCLUkXY '
positive,' @ranasamaha9t كل سنه وليبيا بخير '
negative,' مش كفاية اسمك عجيب و كمان عامل الشكل دا #ايساف &lt;&lt;&lt; #اسفاف http://t.co/LIJdwhj0PK '
neutral,' محاسب يحاول الانتحار بإلقاء نفسه أمام المترو لعجز مليون جنيه بعهدته    http://t.co/17SJpac1KI '
positive,' فى يوم. هنعود دا بنا وعود وف غيابو اكيد لسة الامل موجود '
negative,"' """"""@Fadyxplod ما عربى بيطلع عنيهم بردو :\"""""""""""" '"
positive,' اضحك والضحكة تبقى ضحكيتين واتنين ف اتنين فى اتنين '
positive,' @KHIRY97 هههههههههههههههههههههه صح والله '
positive,' @Ahmed_abualy وانت بالف خير  ميرسى يا احمد '
positive,' #StaracArabia واحلي تحيه لاولاد بلدي اجمد ناس المصريين وصحابهم اللبنانين طبعا حد هيسال وكنوزه  مقلتش كنزه لان حسبتها كمصريه لانها بنتنا كمان '
negative,' ال كان بيبعتلك ويسال عليك  بعد فترة لما يشوف رسالتك وميردش عليك معناه ان الشخص ده معرفه وسخه من الاول '
negative,' @hussein_kabalo بس يا زملكاوي يا عرص '
negative,' #MinaAtta  فانز مينا ليه كل مسابقه فيها تصويت نايمين فيها صوتوا لمينا هنا بقا http://t.co/cxUrwACacI '
negative,' رنوشتي ايه رايك ف صورتك مع فكتور نفس صور الحفله بس مش عارفه انتي بتبقي زعلانه كده @ranasamaha9t http://t.co/IDNSyM8lYF '
neutral,' تشكيل الأهلى : مسعد عوض شريف عبدالفضيل سعد شريف حازم لؤى وائل غالى رزق السعيد سليمان تريزجيه متعب '
negative,' لو كل واحد يخليه فحالة بس! '
negative,' عامة الطريق كمان كان واقف واقفه طين و لسه داخل زايد اهو..يوم لاتيف '
negative,' جاريدو بيهرج والله '
negative,' أيمن يونس ده رغاي فشخ وحورتجي '
negative,' باعو قصر البارون ب6مليون جنيه  وده تمن حته  ارض في اوسخ حته في مصر  قالك عصر مبارك 30سنه سبب الخراب اخرص ياعرص '
neutral,' حفل نانسي غدا #مصر فى جاردن سيتي فندق InterContinental Cairo Semiramis ... @NancyAjram https://t.co/LYYmKCj62a http://t.co/BJN46WPQ6d '
neutral,' فورد توورس من #بوابة_المصدر شاهد الاعلان بالكامل من هنا http://t.co/ClLZBNGS7r   2 http://t.co/qxhE9c9Pcv '
positive,' انصرنا انصرنا يارب انصرنااااا '
negative,' بنكدب لما نتكلم عشان عارفين لو اتكلمنا جد هنفترق بعدين '
neutral,' دماغي اللي شغالة 24 ساعة '
positive,' @Hebah20Hh @horra1234  لا ده عشان عيونك حلوه فشافت الصور جميله '
positive,' و السلام عليك ورحمة الله وبركاتة  وجووووووووول للاتحاد =D '
negative,' استر يارب من أولها بركاتك يا ابن الفقريه . '
negative,' ما تسترجل يا ابن بت المرة الخول انت وهو '
negative,' مبقتش بعترف بكلمه انا اسف ديه '
negative,' الكلاكس  آلة تنبيه ٠٠لكن فى مصر٠٠ آلة ازعاج  ياريت ينزع من السيارات ولو لمدة ستة أشهر  لان عدم وجوده بالسيارة يجبر قائدها على السير بادب '
positive,' ياارب يا عالي انصر #الاهلي الغالي '
positive,' حبيبى انا لك وبين يديك  إدخلنى بين ضلوعك ضمنى بقوة اعتصر  ضلوعى ونبضى   يحضن نبضك '
negative,' يا غالي متطلعش دين أبونا '
positive,' يا قبلتي في صلاتي إذا وقفتُ أصلي ❤ '
negative,' 2-1من الرجاء 0-0من الاسيوطي 0-0من الإسماعيلي 0-0من وادي دجلة ودلوقتي 1-0من الاتحاد.. الأهلي مش فوق الجميع الأهلي فوق بتاع أندية الدوري '
negative,' @MahmoudSamyo والله وانا لة فاكر ماتش الكأس مع الرجاء اللى كسبانه بالعافيه قولت دة فاشل '
negative,' أقسم بالله نادي ابن وسخه كل ما يبقوا خسرانين ولا متعادلين الفرقه كلها تنط ف ال18 علشان تاخد ضربة جزاء حاجة قرف '
positive,' العب يا اخضر '
negative,' التصوير و الاخراج في الماتش بتاع الاهلي زفت اوي '
negative,' انا استحمل أي حاجه بس حسام حسن ميكسبش الأهلي '
negative,' يا ولاد المحظوظه كوره زي دي تتلعب بالشكل ده وتيجي فى العارضه كسم الحظ وتترد بكوره زي دي وتطلع بره فى حظ فى الدنيا كدا ؟ '
negative,' @nour_el_din_ حاجة وسخه.. هارميه فعلا لاني زهقت!! '
neutral,' عائله ناظم بيك http://t.co/4zijiZ4jLv '
positive,' عععععههههههههههه التاني ل الاتحاد ههههههههههههههه هههههههههههههههه '
negative,' ايه المعلق إبن الكلاب ده ؟! '
neutral,' @NadaAhmed10022 @AhmedSamy012 توء توء '
negative,' @lolaelamrawy عته والله '
neutral,' بدات الحن النشيد '
negative,' احاااااا .. شريف حازم جاله شد .. قام حاسبله فاول '
neutral,"' """"""هذه هي بعض الثوابت التي يجدر بِنَا التعلق بها في زمن الفتن والمحن والتقلبات، فهي من قول الله، وهي من وعد الله، ولا يخلف الله الميعاد."""""""" '"
negative,' بكره الأتحاد بكرهووووووو '
neutral,"' """"""لو مشينا بمدأ ربنا بيوقع الناس اللى شبه بعض أو بيكملوا بعض ، مش هلاقى حاجه من دول تتحط جنبى غير شبهى وهنطلع عين بعض ، ففاكس ما تعملش كدا"""""""" '"
positive,' لا أُريد المُستَحيل فقط اريدكِ انتِى ثُم قَلبك ثٌم حُضنك وكفى http://t.co/9d9I0X8XcU '
positive,' @Ladynanooos @Hazem__Azim @eelsehabi الحمدلله الذى كشف عن مصر الغمة وأنقذها منذ هذه العصابات '
neutral,' @nanaok1234 @mona123m98 لا موجود يا شقيقتى '
negative,' عامهً خسر تريزيجيه هجومياً وكمان كفةئته دفاعياً قليله '
negative,' انا سـآكـنة ف ألآسكًـآ :/ '
positive,' مَا كَانَ قَلْبِى فِي مَـدِيحِكَ يَشْتَفِي  أَوْ يَكْتَـفِى بِفَصَاحَةِ البُلَغَـاءِ '
negative,' ليه يا عم جاريدوا حتشمت فينا ولاد ال**** البوابين '
negative,' كان ليها أسبابها .. كان ليا أسبابى كان للقدر أسباب كان نفسى أكمل آه كان نفسها جايز .. و أهو كل واحد ساب '
negative,' بيكفي تلعب بأعصابي. '
positive,' @nanaok1234 @mona123m98 روحى الهى اشوفك داكتورة قد الدنيا زى ما بترفعى من روحى المعنوية قادر يا كريم هههههههههههههههه '
negative,' حتي الاهلي خسر مفيش فايدة '
positive,' اعشق الجنس '
neutral,' #مش_هنكتب_اسامينا_وهنفولو_بعضينا ان الصراع الضمنى بين إشكاليات التواجد الحسى فﻻ بد من اعطاء الفولو http://t.co/BrwS1b0ZY8 '
negative,' @mariam__aljaber @eslam_red انا عندى صداع رهيييييب ده اللى مبوظ مودى '
neutral,' الاهلي مغلوب 3 '
positive,' @omarmassoud1991 و أنت طيب و بخير يا رب ^_^ '
positive,' تحيه كبيره للاتحاد بجد فريق حلو اوي وبيلعبوا كوره جميله '
positive,' @EsamMasrawie الاتحاد سيد البلد لولولولوي '
negative,' احنا مكناش بنتكلم عليهم ولا بنجيب سيرتهم سواء خسرانين او كسبانين مبيفرقوش معانا اصلا بس كلامهم ع الزمالك ال خلانا نتكلم عليهم وهما خسرانين '
positive,' @AmanyAlhady معة على الحلوة والمرة هعة '
negative,' @cool_taaz ليييييييه كده يا اخى .يا اخى حرام عليك يا اخى  بصوت عبد العزيز :( '
positive,' الحمد لله ..و يبقي #الآهلى هوا فرحتنا وحياتنا و مفيش مشكله لما يبقي ف يوم سبب حزنى..بس دا ميمنعش انى فرحت كتير بسببه ع المره معاك يا #اهلى ♥ '
positive,' ولـو وقـع لـيـة ألف قـومـة :) #الاهلى ♥ '
neutral,' @albhire @wadiham101 بين الاوراق كنوز مخبئه لمن يبحث عنها '
